family	s_name
Poaceae	Pleioblastus pseudosasaoides
Poaceae	Pleioblastus shibuyanus
Poaceae	Pleioblastus shibuyanus var. basihirsutus
Poaceae	Pleioblastus simonii
Poaceae	Pleioblastus simonii f. variegatus
Poaceae	Pleioblastus simonii f. zigzag
Poaceae	Pleioblastus simonii var. heterophyllus
Poaceae	Pleioblastus simonii var. simonii
Poaceae	Pleioblastus variegatus
Poaceae	Pleioblastus variegatus 'Fortunei'
Poaceae	Pleioblastus viridistriatus f. chrysophyllus
Poaceae	Pleioblastus viridistriatus f. vagans
Poaceae	Pleioblastus viridistriatus f. viridistriatus
Poaceae	Poa acroleuca
Poaceae	Poa acroleuca f. submoniliformis
Poaceae	Poa acroleuca var. acroleuca
Poaceae	Poa acroleuca var. ryukyuensis
Poaceae	Poa acroleuca var. submoniliformis
Poaceae	Poa alta
Poaceae	Poa annua
Poaceae	Poa annua var. annua
Poaceae	Poa annua var. reptans
Poaceae	Poa arctica subsp. arctica
Poaceae	Poa arctica subsp. caespitans
Poaceae	Poa bulbosa
Poaceae	Poa bulbosa var. vivipara
Poaceae	Poa chapmaniana
Poaceae	Poa compressa
Poaceae	Poa crassinervis
Poaceae	Poa eminens
Poaceae	Poa fauriei
Poaceae	Poa formosae
Poaceae	Poa glauca
Poaceae	Poa glauca var. glauca
Poaceae	Poa glauca var. kitadakensis
Poaceae	Poa hakusanensis
Poaceae	Poa hayachinensis
Poaceae	Poa hisauchii
Poaceae	Poa iwateana
Poaceae	Poa kumgansani
Poaceae	Poa macrocalyx
Poaceae	Poa macrocalyx var. fallax
Poaceae	Poa macrocalyx var. macrocalyx
Poaceae	Poa macrocalyx var. scabriflora
Poaceae	Poa macrocalyx var. tatewakiana
Poaceae	Poa malacantha
Poaceae	Poa malacantha var. malacantha
Poaceae	Poa malacantha var. shinanoana
Poaceae	Poa malacantha var. shinanoana f. vivipara
Poaceae	Poa matsumurae
Poaceae	Poa nankoensis
Poaceae	Poa nemoralis
Poaceae	Poa nipponica
Poaceae	Poa ogamontana
Poaceae	Poa ogatanum
Poaceae	Poa palustris
Poaceae	Poa platyantha
Poaceae	Poa pratensis
Poaceae	Poa pratensis subsp. angustifolia
Poaceae	Poa pratensis subsp. angustifolia var. angustifolia
Poaceae	Poa pratensis subsp. angustifolia var. hatusimae
Poaceae	Poa pratensis subsp. irrigata
Poaceae	Poa pratensis subsp. pratensis
Poaceae	Poa pratensis var. hirsuta
Poaceae	Poa radula
Poaceae	Poa sachalinensis
Poaceae	Poa sachalinensis var. sachalinensis
Poaceae	Poa sachalinensis var. yezoensis
Poaceae	Poa shumushuensis
Poaceae	Poa sibirica
Poaceae	Poa sphondylodes
Poaceae	Poa sphondylodes var. kelungensis
Poaceae	Poa sphondylodes var. sphondylodes
Poaceae	Poa sphondylodes var. subtrivialis
Poaceae	Poa subfastigiata
Poaceae	Poa sugawarae
Poaceae	Poa taiwanicola
Poaceae	Poa takasagomontana
Poaceae	Poa takeshimana
Poaceae	Poa tatewakiana
Poaceae	Poa tenuicula
Poaceae	Poa trivialis
Poaceae	Poa trivialis subsp. sylvicola
Poaceae	Poa trivialis subsp. trivialis
Poaceae	Poa tuberifera
Poaceae	Poa urssulensis var. kanboensis
Poaceae	Poa ussuriensis
Poaceae	Poa yatsugatakensis
Poaceae	Pogonatherum crinitum
Poaceae	Pogonatherum paniceum
Poaceae	Polypogon fugax
Poaceae	Polypogon monspeliensis
Poaceae	Polypogon viridis
Poaceae	Psammochloa villosa
Poaceae	Pseudoraphis brunoniana
Poaceae	Pseudoraphis sordida
Poaceae	Pseudosasa japonica
Poaceae	Pseudosasa japonica 'Flavo-variegata'
Poaceae	Pseudosasa japonica 'Tsutsumiana'
Poaceae	Pseudosasa japonica var. purpurascens
Poaceae	Pseudosasa owatarii
Poaceae	Pseudosasa usawae
Poaceae	Ptilagrostis alpina
Poaceae	Puccinellia chinampoensis
Poaceae	Puccinellia coreensis
Poaceae	Puccinellia distans
Poaceae	Puccinellia hauptiana
Poaceae	Puccinellia jeholensis
Poaceae	Puccinellia kurilensis
Poaceae	Puccinellia manchuriensis
Poaceae	Puccinellia nipponica
Poaceae	Puccinellia tenuiflora
Poaceae	Rostraria cristata
Poaceae	Rottboellia cochinchinensis
Poaceae	Saccharum × kanashiroi
Poaceae	Saccharum arundinaceum
Poaceae	Saccharum barberi
Poaceae	Saccharum formosanum
Poaceae	Saccharum formosanum var. pollinioides
Poaceae	Saccharum narenga
Poaceae	Saccharum officinarum
Poaceae	Saccharum sinense
Poaceae	Saccharum spontaneum
Poaceae	Saccharum spontaneum var. arenicola
Poaceae	Saccharum spontaneum var. spontaneum
Poaceae	Sacciolepis indica var. angusta
Poaceae	Sacciolepis indica var. indica
Poaceae	Sacciolepis indica var. oryzetorum
Poaceae	Sacciolepis myosuroides
Poaceae	Sacciolepis spicata var. angusta
Poaceae	Sacciolepis spicata var. oryzetorum
Poaceae	Sacciolepis spicata var. spicata
Poaceae	Sasa akiuensis
Poaceae	Sasa borealis
Poaceae	Sasa borealis var. borealis
Poaceae	Sasa borealis var. viridescens
Poaceae	Sasa chartacea
Poaceae	Sasa chartacea var. chartacea
Poaceae	Sasa chartacea var. mollis
Poaceae	Sasa chartacea var. nana
Poaceae	Sasa chartacea var. shimotsukensis
Poaceae	Sasa chartacea var. simotsukensis
Poaceae	Sasa coreana
Poaceae	Sasa elegantissima
Poaceae	Sasa fugeshiensis
Poaceae	Sasa gracillima
Poaceae	Sasa hayatae
Poaceae	Sasa hayatae var. hayatae
Poaceae	Sasa hayatae var. hirtella
Poaceae	Sasa heterotricha
Poaceae	Sasa heterotricha var. heterotricha
Poaceae	Sasa heterotricha var. nagatoensis
Poaceae	Sasa hibaconuca
Poaceae	Sasa jotanii
Poaceae	Sasa kagamiana
Poaceae	Sasa kagamiana subsp. yoshinoi
Poaceae	Sasa kogasensis
Poaceae	Sasa kogasensis var. nasuensis
Poaceae	Sasa kurilensis
Poaceae	Sasa kurilensis var. hirta
Poaceae	Sasa kurilensis var. kurilensis
Poaceae	Sasa kurilensis var. uchidae
Poaceae	Sasa maculata
Poaceae	Sasa maculata var. abei
Poaceae	Sasa maculata var. maculata
Poaceae	Sasa magnifica
Poaceae	Sasa magnifica subsp. fujitae
Poaceae	Sasa magnifica subsp. magnifica
Poaceae	Sasa megalophylla
Poaceae	Sasa megalophylla f. aureovariegata
Poaceae	Sasa miakeana
Poaceae	Sasa minensis
Poaceae	Sasa minensis var. awaensis
Poaceae	Sasa minensis var. minensis
Poaceae	Sasa nipponica
Poaceae	Sasa occidentalis
Poaceae	Sasa oshidensis
Poaceae	Sasa oshidensis subsp. glabra
Poaceae	Sasa oshidensis subsp. oshidensis
Poaceae	Sasa oshidensis var. shigaensis
Poaceae	Sasa palmata
Poaceae	Sasa palmata f. nebulosa
Poaceae	Sasa palmata var. niijimae
Poaceae	Sasa palmata var. palmata
Poaceae	Sasa palmata var. yosaensis
Poaceae	Sasa pubens
Poaceae	Sasa pubiculmis
Poaceae	Sasa pubiculmis subsp. sugimotoi
Poaceae	Sasa pulcherrima
Poaceae	Sasa quelpaertensis
Poaceae	Sasa samaniana
Poaceae	Sasa samaniana var. samaniana
Poaceae	Sasa samaniana var. yoshinoi
Poaceae	Sasa scytophylla
Poaceae	Sasa senanensis
Poaceae	Sasa senanensis f. nobilis
Poaceae	Sasa senanensis var. harae
Poaceae	Sasa senanensis var. senanensis
Poaceae	Sasa septentrionalis
Poaceae	Sasa septentrionalis var. membranacea
Poaceae	Sasa septentrionalis var. septentrionalis
Poaceae	Sasa shimidzuana
Poaceae	Sasa shimidzuana subsp. kashidensis
Poaceae	Sasa shimidzuana subsp. shimidzuana
Poaceae	Sasa sikokiana
Poaceae	Sasa spiculosa
Poaceae	Sasa spiculosa 'Nebulosa'
Poaceae	Sasa stenophylla
Poaceae	Sasa stenophylla subsp. stenophylla
Poaceae	Sasa stenophylla subsp. tobagenzoana
Poaceae	Sasa subvillosa
Poaceae	Sasa suzukii
Poaceae	Sasa takizawana
Poaceae	Sasa takizawana subsp. nakashimana
Poaceae	Sasa takizawana subsp. takizawana
Poaceae	Sasa tatewakiana
Poaceae	Sasa tatewakiana var. muroiana
Poaceae	Sasa tatewakiana var. tatewakiana
Poaceae	Sasa togashiana
Poaceae	Sasa togashiana f. flavovariegata
Poaceae	Sasa tokugawana
Poaceae	Sasa tsuboiana
Poaceae	Sasa tsuboiana f. hatchoensis
Poaceae	Sasa tsuboiana var. iyomontana
Poaceae	Sasa tsuboiana var. tsuboiana
Poaceae	Sasa tsukubensis
Poaceae	Sasa tsukubensis subsp. pubifolia
Poaceae	Sasa tsukubensis subsp. tsukubensis
Poaceae	Sasa veitchii
Poaceae	Sasa veitchii var. grandifolia
Poaceae	Sasa veitchii var. tyugokensis
Poaceae	Sasa veitchii var. tyuhgokensis
Poaceae	Sasa veitchii var. veitchii
Poaceae	Sasa yahikoensis
Poaceae	Sasa yahikoensis var. depauperata
Poaceae	Sasa yahikoensis var. oseana
Poaceae	Sasa yahikoensis var. rotundissima
Poaceae	Sasa yahikoensis var. yahikoensis
Poaceae	Sasaella bitchuensis
Poaceae	Sasaella bitchuensis var. bitchuensis
Poaceae	Sasaella bitchuensis var. tashirozentaroana
Poaceae	Sasaella caudiceps
Poaceae	Sasaella caudiceps var. caudiceps
Poaceae	Sasaella caudiceps var. psilovaginula
Poaceae	Sasaella hashimotoi
Poaceae	Sasaella hidaensis var. hidaensis
Poaceae	Sasaella hidaensis var. muraii
Poaceae	Sasaella hisauchii
Poaceae	Sasaella ikegamii
Poaceae	Sasaella kogasensis
Poaceae	Sasaella kogasensis var. gracillima
Poaceae	Sasaella kogasensis var. kogasensis
Poaceae	Sasaella kogasensis var. yoshinoi
Poaceae	Sasaella leucorhoda
Poaceae	Sasaella leucorhoda var. kanayamensis
Poaceae	Sasaella leucorhoda var. leucorhoda
Poaceae	Sasaella marunoi
Poaceae	Sasaella masamuneana
Poaceae	Sasaella masamuneana var. amoena
Poaceae	Sasaella midoensis
Poaceae	Sasaella ramosa
Poaceae	Sasaella ramosa f. tomikusensis
Poaceae	Sasaella ramosa var. latifolia
Poaceae	Sasaella ramosa var. latifolia f. trichophila
Poaceae	Sasaella ramosa var. ramosa
Poaceae	Sasaella ramosa var. suwekoana
Poaceae	Sasaella sadoensis
Poaceae	Sasaella sasakiana
Poaceae	Sasaella sawadae
Poaceae	Sasaella shiobarensis
Poaceae	Sasaella shiobarensis f. mitinokuensis
Poaceae	Sasaella shiobarensis var. yessaensis
Poaceae	Sasaella takinagawaensis
Poaceae	Sasamorpha borealis var. angustior
Poaceae	Sasamorpha borealis var. pilosa
Poaceae	Schedonorus phoenix
Poaceae	Schedonorus pratensis
Poaceae	Schizachne purpurascens
Poaceae	Schizachne purpurascens subsp. callosa
Poaceae	Schizachyrium brevifolium
Poaceae	Schizachyrium fragile
Poaceae	Schizostachyum brachycladum
Poaceae	Schizostachyum diffusum
Poaceae	Schizostachyum lima
Poaceae	Scolochloa festucacea
Poaceae	Secale cereale
Poaceae	Semiarundinaria fastuosa
Poaceae	Semiarundinaria fastuosa var. viridis
Poaceae	Semiarundinaria fortis
Poaceae	Semiarundinaria fortis 'Madaranarihira'
Poaceae	Semiarundinaria kagamiana
Poaceae	Semiarundinaria okuboi
Poaceae	Semiarundinaria yashadake
Poaceae	Setaria × gussonei
Poaceae	Setaria × pycnocoma
Poaceae	Setaria × reclinata
Poaceae	Setaria arenaria
Poaceae	Setaria barbata
Poaceae	Setaria chondrachne
Poaceae	Setaria cinerea
Poaceae	Setaria faberi
Poaceae	Setaria italica
Poaceae	Setaria italica 'Major'
Poaceae	Setaria nigriostris
Poaceae	Setaria pallidefusca
Poaceae	Setaria palmifolia
Poaceae	Setaria parviflora
Poaceae	Setaria plicata
Poaceae	Setaria pumila
Poaceae	Setaria sphacelata
Poaceae	Setaria verticillata
Poaceae	Setaria viridis
Poaceae	Setaria viridis f. japonica
Poaceae	Setaria viridis f. misera
Poaceae	Setaria viridis var. angustifolia
Poaceae	Setaria viridis var. minor
Poaceae	Setaria viridis var. pachystachys
Poaceae	Setaria viridis var. pachystachys f. rufescens
Poaceae	Shibataea chinensis
Poaceae	Shibataea kumasaca
Poaceae	Shibataea kumasaca f. aureostriata
Poaceae	Sinobambusa tootsik
Poaceae	Sinobambusa tootsik 'Suzukonarihira'
Poaceae	Sinobambusa tootsik var. tenuifolia
Poaceae	Sorghum × almum
Poaceae	Sorghum × drummondii
Poaceae	Sorghum bicolor
Poaceae	Sorghum bicolor Dochna group
Poaceae	Sorghum bicolor 'Dulciusculum'
Poaceae	Sorghum bicolor Durra group
Poaceae	Sorghum bicolor 'Hoki'
Poaceae	Sorghum bicolor Nervosum group
Poaceae	Sorghum bicolor var. bicolor
Poaceae	Sorghum halepense f. muticum
Poaceae	Sorghum nitidum
Poaceae	Sorghum nitidum var. dichroanthum
Poaceae	Sorghum nitidum var. nitidum
Poaceae	Sorghum nitidum var. nitidum f. aristatum
Poaceae	Sorghum propinquum
Poaceae	Sphaerocaryum malaccense
Poaceae	Sphenopholis obtusata
Poaceae	Spinifex littoreus
Poaceae	Spodiopogon cotulifer f. sagittiformis
Poaceae	Spodiopogon cotulifer var. cotulifer
Poaceae	Spodiopogon cotulifer var. densiflorus
Poaceae	Spodiopogon depauperatus
Poaceae	Spodiopogon sibiricus
Poaceae	Spodiopogon tainanensis
Poaceae	Sporobolus aculeatus
Poaceae	Sporobolus alterniflorus
Poaceae	Sporobolus cryptandrus
Poaceae	Sporobolus diander
Poaceae	Sporobolus fertilis
Poaceae	Sporobolus fertilis var. fertilis
Poaceae	Sporobolus fertilis var. purpureosuffusus
Poaceae	Sporobolus hancei
Poaceae	Sporobolus japonicus
Poaceae	Sporobolus schoenoides
Poaceae	Sporobolus tenuissimus
Poaceae	Sporobolus vaginiflorus
Poaceae	Sporobolus virginicus
Poaceae	Stenotaphrum micranthum
Poaceae	Stenotaphrum secundatum
Poaceae	Stipa alpina
Poaceae	Stipa baicalensis
Poaceae	Stipa bungeana
Poaceae	Stipa coreana var. japonica
Poaceae	Stipa pekinensis
Poaceae	Stipa spartea
Poaceae	Stipa tenacissima
Poaceae	Thaumastochloa cochinchinensis
Poaceae	Themeda barbata
Poaceae	Themeda caudata
Poaceae	Themeda triandra
Poaceae	Themeda triandra var. japonica
Poaceae	Themeda villosa
Poaceae	Thuarea involuta
Poaceae	Thyrsostachys siamensis
Poaceae	Thysanolaena latifolia
Poaceae	Torreyochloa natans
Poaceae	Torreyochloa viridis
Poaceae	Tragus berteronianus
Poaceae	Tragus mongolorum
Poaceae	Tragus racemosus
Poaceae	Tripogon chinensis
Poaceae	Tripogon chinensis var. coreensis
Poaceae	Tripogon longearistatus
Poaceae	Tripsacum dactyloides
Poaceae	Trisetum bifidum
Poaceae	Trisetum bifidum f. biaristatum
Poaceae	Trisetum koidzumianum
Poaceae	Trisetum sibiricum
Poaceae	Trisetum spicatum
Poaceae	Trisetum spicatum subsp. alascanum
Poaceae	Trisetum spicatum subsp. alascanum var. formosanum
Poaceae	Trisetum spicatum subsp. molle
Poaceae	Trisetum spicatum subsp. spicatum
Poaceae	Trisetum umbratile
Poaceae	Triticum aestivum
Poaceae	Triticum carthlicum
Poaceae	Triticum compactum
Poaceae	Triticum dicoccon
Poaceae	Triticum durum
Poaceae	Triticum monococcum
Poaceae	Triticum polonicum
Poaceae	Triticum spelta
Poaceae	Triticum turgidum
Poaceae	Triticum turgidum var. dicoccoides
Poaceae	Urochloa distachya
Poaceae	Urochloa glumaris
Poaceae	Urochloa mutica
Poaceae	Urochloa paspaloides
Poaceae	Urochloa platyphylla
Poaceae	Urochloa ramosa
Poaceae	Urochloa reptans
Poaceae	Urochloa subquadripara
Poaceae	Urochloa villosa
Poaceae	Urochloa villosa f. glabriglumis
Poaceae	Vahlodea atropurpurea
Poaceae	Vahlodea atropurpurea subsp. paramushirensis
Poaceae	Ventenata dubia
Poaceae	Vetiveria zizanioides
Poaceae	Vulpia bromoides
Poaceae	Vulpia myuros
Poaceae	Vulpia myuros var. megalura
Poaceae	Vulpia myuros var. myuros
Poaceae	Vulpia octoflora
Poaceae	Yushania niitakayamensis
Poaceae	Zea mays
Poaceae	Zea mays 'Everta'
Poaceae	Zea mays 'Japonica'
Poaceae	Zea mays subsp. mexicana
Poaceae	Zizania aquatica
Poaceae	Zizania latifolia
Poaceae	Zoysia × hondana
Poaceae	Zoysia japonica
Poaceae	Zoysia macrostachya
Poaceae	Zoysia matrella
Poaceae	Zoysia pacifica
Poaceae	Zoysia sinica
Poaceae	Zoysia sinica var. nipponica
Poaceae	Zoysia sinica var. sinica
Ceratophyllaceae	Ceratophyllum demersum
Ceratophyllaceae	Ceratophyllum muricatum subsp. kossinskyi
Ceratophyllaceae	Ceratophyllum platyacanthum subsp. oryzetorum
Eupteleaceae	Euptelea polyandra
Eupteleaceae	Euptelea polyandra f. hypoleuca
Papaveraceae	Adlumia asiatica
Papaveraceae	Adlumia fungosa
Papaveraceae	Argemone grandiflora
Papaveraceae	Argemone hispida
Papaveraceae	Argemone mexicana
Papaveraceae	Argemone ochroleuca subsp. ochroleuca
Papaveraceae	Chelidonium majus
Papaveraceae	Chelidonium majus subsp. asiaticum
Papaveraceae	Chelidonium majus subsp. majus
Papaveraceae	Coreanomecon hylomeconoides
Papaveraceae	Corydalis balansae
Papaveraceae	Corydalis bungeana
Papaveraceae	Corydalis buschii
Papaveraceae	Corydalis campulicarpa
Papaveraceae	Corydalis capillipes
Papaveraceae	Corydalis decumbens
Papaveraceae	Corydalis decumbens f. albescens
Papaveraceae	Corydalis filistipes
Papaveraceae	Corydalis fukuharae
Papaveraceae	Corydalis fumariifolia subsp. azurea
Papaveraceae	Corydalis fumariifolia subsp. azurea f. candida
Papaveraceae	Corydalis fumariifolia subsp. fumariifolia
Papaveraceae	Corydalis gigantea
Papaveraceae	Corydalis hallaisanensis
Papaveraceae	Corydalis heterocarpa
Papaveraceae	Corydalis heterocarpa var. brachystyla
Papaveraceae	Corydalis heterocarpa var. heterocarpa
Papaveraceae	Corydalis heterocarpa var. japonica
Papaveraceae	Corydalis incisa
Papaveraceae	Corydalis incisa f. bicolor
Papaveraceae	Corydalis incisa f. candida
Papaveraceae	Corydalis incisa f. pallescens
Papaveraceae	Corydalis kushiroensis
Papaveraceae	Corydalis lineariloba
Papaveraceae	Corydalis lineariloba var. capillaris
Papaveraceae	Corydalis lineariloba var. lineariloba
Papaveraceae	Corydalis ochotensis
Papaveraceae	Corydalis ophiocarpa
Papaveraceae	Corydalis orthoceras
Papaveraceae	Corydalis pallida
Papaveraceae	Corydalis pallida var. pallida
Papaveraceae	Corydalis pallida var. tenuis
Papaveraceae	Corydalis papilligera
Papaveraceae	Corydalis pauciovulata
Papaveraceae	Corydalis racemosa
Papaveraceae	Corydalis raddeana
Papaveraceae	Corydalis repens var. watanabei
Papaveraceae	Corydalis solida
Papaveraceae	Corydalis speciosa
Papaveraceae	Corydalis ternata
Papaveraceae	Corydalis turtschaninovii
Papaveraceae	Corydalis ussuriensis
Papaveraceae	Corydalis wilfordii
Papaveraceae	Corydalis yanhusuo
Papaveraceae	Dicentra formosa
Papaveraceae	Dicentra peregrina
Papaveraceae	Dicentra peregrina f. alba
Papaveraceae	Eomecon chionantha
Papaveraceae	Eschscholzia caespitosa
Papaveraceae	Eschscholzia californica
Papaveraceae	Fumaria barnolae
Papaveraceae	Fumaria capreolata
Papaveraceae	Fumaria muralis
Papaveraceae	Fumaria officinalis
Papaveraceae	Glaucium corniculatum
Papaveraceae	Glaucium flavum
Papaveraceae	Hunnemannia fumariifolia
Papaveraceae	Hylomecon japonica
Papaveraceae	Hylomecon japonica f. dissecta
Papaveraceae	Hylomecon japonica f. lanceolata
Papaveraceae	Hylomecon japonica f. palliflavens
Papaveraceae	Hypecoum erectum
Papaveraceae	Lamprocapnos spectabilis
Papaveraceae	Macleaya cordata
Papaveraceae	Macleaya cordata f. glabra
Papaveraceae	Macleaya cordata f. koaraii
Papaveraceae	Papaver alboroseum
Papaveraceae	Papaver argemone
Papaveraceae	Papaver bracteatum
Papaveraceae	Papaver commutatum
Papaveraceae	Papaver dubium
Papaveraceae	Papaver fauriei
Papaveraceae	Papaver glaucum
Papaveraceae	Papaver hybridum
Papaveraceae	Papaver miyabeanum
Papaveraceae	Papaver nudicaule
Papaveraceae	Papaver nudicaule subsp. amurense
Papaveraceae	Papaver orientale
Papaveraceae	Papaver radicatum var. pseudoradicatum
Papaveraceae	Papaver rhoeas
Papaveraceae	Papaver somniferum
Papaveraceae	Papaver somniferum subsp. setigerum
Papaveraceae	Papaver tolmatschevianum
Papaveraceae	Pteridophyllum racemosum
Lardizabalaceae	Akebia × pentaphylla
Lardizabalaceae	Akebia × pentaphylla var. integrifolia
Lardizabalaceae	Akebia × pentaphylla var. pentaphylla
Lardizabalaceae	Akebia longeracemosa
Lardizabalaceae	Akebia quinata
Lardizabalaceae	Akebia quinata f. diplochlamys
Lardizabalaceae	Akebia quinata f. viridiflora
Lardizabalaceae	Akebia trifoliata
Lardizabalaceae	Akebia trifoliata subsp. australis
Lardizabalaceae	Akebia trifoliata subsp. trifoliata
Lardizabalaceae	Akebia trifoliata subsp. trifoliata var. litoralis
Lardizabalaceae	Sargentodoxa cuneata
Lardizabalaceae	Stauntonia hexaphylla
Lardizabalaceae	Stauntonia obovata
Lardizabalaceae	Stauntonia obovatifoliola
Lardizabalaceae	Stauntonia purpurea
Menispermaceae	Cocculus laurifolius
Menispermaceae	Cocculus orbiculatus
Menispermaceae	Cocculus trilobus
Menispermaceae	Cyclea gracillima
Menispermaceae	Cyclea insularis
Menispermaceae	Cyclea insularis subsp. insularis
Menispermaceae	Cyclea ochiaiana
Menispermaceae	Hypserpa polyandra
Menispermaceae	Menispermum dauricum
Menispermaceae	Menispermum dauricum f. dauricum
Menispermaceae	Menispermum dauricum f. pilosum
Menispermaceae	Paracyclea insularis f. subglabra
Menispermaceae	Pericampylus formosanus
Menispermaceae	Pericampylus glaucus
Menispermaceae	Sinomenium acutum
Menispermaceae	Sinomenium acutum f. nudiflorum
Menispermaceae	Sinomenium acutum var. acutum
Menispermaceae	Sinomenium acutum var. cinereum
Menispermaceae	Stephania cephalantha
Menispermaceae	Stephania japonica
Menispermaceae	Stephania japonica var. hispidula
Menispermaceae	Stephania japonica var. japonica
Menispermaceae	Stephania longa
Menispermaceae	Stephania merrillii
Menispermaceae	Stephania tetrandra
Menispermaceae	Tinospora dentata
Menispermaceae	Tinospora sagittata
Berberidaceae	Achlys japonica
Berberidaceae	Berberis amurensis
Berberidaceae	Berberis amurensis f. bretschneideri
Berberidaceae	Berberis amurensis f. brevifolia
Berberidaceae	Berberis amurensis var. latifolia
Berberidaceae	Berberis amurensis var. quelpaertensis
Berberidaceae	Berberis aristatoserrulata
Berberidaceae	Berberis brevisepala
Berberidaceae	Berberis chingshuiensis
Berberidaceae	Berberis fortunei
Berberidaceae	Berberis japonica
Berberidaceae	Berberis kawakamii
Berberidaceae	Berberis koreana
Berberidaceae	Berberis mingetsensis
Berberidaceae	Berberis morrisonensis
Berberidaceae	Berberis oiwakensis
Berberidaceae	Berberis poiretii
Berberidaceae	Berberis pruinosa
Berberidaceae	Berberis sibirica
Berberidaceae	Berberis sieboldii
Berberidaceae	Berberis tarokoensis
Berberidaceae	Berberis thunbergii
Berberidaceae	Berberis tschonoskyana
Berberidaceae	Caulophyllum robustum
Berberidaceae	Diphylleia cymosa
Berberidaceae	Diphylleia grayi
